Label,Organ,Age,Ethnicity,Gender,COD_Anoxia,COD_CerebroVascular_Stroke,COD_HeadTrauma,COD_CNSTumor,COD_Other,ABO_O,ABO_A,ABO_B,ABO_AB,ABO_Unknown,DonorType_DeceasedDonor,DonorType_LivingDonor,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11
Lung_6_10years_White_Female,Lung,6-10years,White,Female,0,2,1,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0
Lung_6_10years_Black_Male,Lung,6-10years,Black,Male,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
Lung_6_10years_Black_Female,Lung,6-10years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_Hispanic_Male,Lung,6-10years,Hispanic,Male,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lung_6_10years_Hispanic_Female,Lung,6-10years,Hispanic,Female,1,0,2,0,0,1,2,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0
Lung_6_10years_Asian_Male,Lung,6-10years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_Asian_Female,Lung,6-10years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_American_Indian_Male,Lung,6-10years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_American_Indian_Female,Lung,6-10years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_PacificIslander_Male,Lung,6-10years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_Multiracial_Male,Lung,6-10years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6_10years_Multiracial_Female,Lung,6-10years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11_17years_White_Male,Lung,11-17years,White,Male,18,4,47,0,3,28,31,9,4,0,72,0,1,10,11,9,10,3,4,10,2,8,4
Lung_11_17years_White_Female,Lung,11-17years,White,Female,10,4,18,2,0,21,9,3,1,0,34,0,1,2,5,7,3,2,3,3,0,3,5
Lung_11_17years_Black_Male,Lung,11-17years,Black,Male,4,2,13,0,0,10,6,3,0,0,19,0,0,4,5,3,0,0,2,1,0,1,3
Lung_11_17years_Black_Female,Lung,11-17years,Black,Female,4,1,3,0,0,6,1,1,0,0,8,0,0,1,3,2,1,0,1,0,0,0,0
Lung_11_17years_Hispanic_Male,Lung,11-17years,Hispanic,Male,2,1,11,0,1,7,6,2,0,0,15,0,0,1,3,2,6,0,2,1,0,0,0
Lung_11_17years_Hispanic_Female,Lung,11-17years,Hispanic,Female,3,3,4,0,0,4,4,2,0,0,10,0,0,0,0,4,3,0,0,2,0,1,0
Lung_11_17years_Asian_Male,Lung,11-17years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11_17years_Asian_Female,Lung,11-17years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11_17years_American_Indian_Male,Lung,11-17years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11_17years_American_Indian_Female,Lung,11-17years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11_17years_Multiracial_Male,Lung,11-17years,Multiracial,Male,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Lung_18_34years_White_Male,Lung,18-34years,White,Male,78,20,245,2,10,186,130,31,9,0,355,1,6,36,50,33,37,17,30,47,1,44,55
Lung_18_34years_White_Female,Lung,18-34years,White,Female,55,22,85,3,5,77,71,16,7,0,170,1,1,17,28,20,26,5,13,16,4,21,20
Lung_18_34years_Black_Male,Lung,18-34years,Black,Male,14,12,103,1,2,74,42,13,3,0,132,0,0,23,22,12,11,2,12,9,3,20,18
Lung_18_34years_Black_Female,Lung,18-34years,Black,Female,8,12,11,0,1,15,9,6,2,0,32,0,0,3,11,4,1,0,1,1,1,4,6
Lung_18_34years_Hispanic_Male,Lung,18-34years,Hispanic,Male,12,11,72,0,1,62,24,9,1,0,96,0,5,9,7,17,40,0,8,0,1,3,6
Lung_18_34years_Hispanic_Female,Lung,18-34years,Hispanic,Female,10,11,16,0,0,30,5,1,1,0,37,0,1,2,3,13,14,0,0,3,0,1,0
Lung_18_34years_Asian_Male,Lung,18-34years,Asian,Male,3,0,11,0,0,6,5,2,1,0,14,0,0,0,1,2,8,1,1,0,0,1,0
Lung_18_34years_Asian_Female,Lung,18-34years,Asian,Female,3,0,1,0,0,1,2,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,2
Lung_18_34years_American_Indian_Male,Lung,18-34years,American_Indian,Male,1,0,2,0,0,2,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0
Lung_18_34years_American_Indian_Female,Lung,18-34years,American_Indian,Female,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
Lung_18_34years_PacificIslander_Male,Lung,18-34years,PacificIslander,Male,1,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0
Lung_18_34years_PacificIslander_Female,Lung,18-34years,PacificIslander,Female,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Lung_18_34years_Multiracial_Male,Lung,18-34years,Multiracial,Male,0,0,6,0,0,2,4,0,0,0,6,0,0,0,5,0,0,0,0,0,1,0,0
Lung_18_34years_Multiracial_Female,Lung,18-34years,Multiracial,Female,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lung_35_49years_White_Male,Lung,35-49years,White,Male,32,47,71,3,4,77,62,15,3,0,157,0,4,20,13,16,23,3,15,16,3,18,26
Lung_35_49years_White_Female,Lung,35-49years,White,Female,41,60,23,5,5,74,47,10,3,0,134,0,0,19,14,15,17,5,13,14,5,18,14
Lung_35_49years_Black_Male,Lung,35-49years,Black,Male,5,23,14,0,0,22,15,4,1,0,42,0,0,3,14,2,5,0,2,0,1,6,9
Lung_35_49years_Black_Female,Lung,35-49years,Black,Female,7,33,4,0,1,22,14,5,4,0,45,0,0,6,10,5,2,0,4,2,1,6,9
Lung_35_49years_Hispanic_Male,Lung,35-49years,Hispanic,Male,3,22,17,0,0,27,10,4,1,0,42,0,0,5,3,6,21,2,0,1,2,1,1
Lung_35_49years_Hispanic_Female,Lung,35-49years,Hispanic,Female,4,24,4,1,0,20,6,5,2,0,33,0,0,1,5,10,12,0,2,1,0,1,1
Lung_35_49years_Asian_Male,Lung,35-49years,Asian,Male,1,3,2,0,1,2,1,2,2,0,7,0,0,1,1,2,2,0,1,0,0,0,0
Lung_35_49years_Asian_Female,Lung,35-49years,Asian,Female,2,9,0,0,1,6,3,3,0,0,12,0,0,1,0,0,5,0,0,1,3,1,1
Lung_35_49years_American_Indian_Male,Lung,35-49years,American_Indian,Male,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
Lung_35_49years_American_Indian_Female,Lung,35-49years,American_Indian,Female,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
Lung_35_49years_PacificIslander_Male,Lung,35-49years,PacificIslander,Male,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lung_35_49years_PacificIslander_Female,Lung,35-49years,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_35_49years_Multiracial_Male,Lung,35-49years,Multiracial,Male,0,1,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Lung_35_49years_Multiracial_Female,Lung,35-49years,Multiracial,Female,0,3,0,0,0,3,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0
Lung_50_64years_White_Male,Lung,50-64years,White,Male,15,47,32,0,1,48,35,6,6,0,95,0,5,22,10,4,10,1,6,12,1,13,11
Lung_50_64years_White_Female,Lung,50-64years,White,Female,10,81,19,0,3,48,50,12,3,0,113,0,3,12,15,11,19,5,4,10,3,22,9
Lung_50_64years_Black_Male,Lung,50-64years,Black,Male,1,27,5,0,0,17,12,4,0,0,33,0,1,5,12,0,4,0,1,3,0,3,4
Lung_50_64years_Black_Female,Lung,50-64years,Black,Female,4,27,2,1,0,21,7,4,2,0,34,0,0,4,10,1,3,0,2,4,1,2,7
Lung_50_64years_Hispanic_Male,Lung,50-64years,Hispanic,Male,4,19,5,0,0,18,8,2,0,0,28,0,0,3,4,1,14,0,0,1,0,1,4
Lung_50_64years_Hispanic_Female,Lung,50-64years,Hispanic,Female,1,14,1,0,0,13,3,0,0,0,16,0,0,1,3,4,6,0,0,0,1,1,0
Lung_50_64years_Asian_Male,Lung,50-64years,Asian,Male,0,5,1,0,0,4,0,2,0,0,6,0,0,1,0,0,4,0,0,0,0,1,0
Lung_50_64years_Asian_Female,Lung,50-64years,Asian,Female,0,9,0,0,0,6,1,2,0,0,9,0,0,0,0,0,6,1,1,0,1,0,0
Lung_50_64years_American_Indian_Male,Lung,50-64years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50_64years_American_Indian_Female,Lung,50-64years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50_64years_PacificIslander_Male,Lung,50-64years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50_64years_PacificIslander_Female,Lung,50-64years,PacificIslander,Female,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Lung_50_64years_Multiracial_Male,Lung,50-64years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50_64years_Multiracial_Female,Lung,50-64years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_White_Male,Lung,over65,White,Male,1,6,0,0,0,1,4,2,0,0,7,0,1,1,2,0,1,0,1,1,0,0,0
Lung_over65_White_Female,Lung,over65,White,Female,0,10,4,0,0,6,6,2,0,0,14,0,1,1,1,0,2,1,2,3,0,3,0
Lung_over65_Black_Male,Lung,over65,Black,Male,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lung_over65_Black_Female,Lung,over65,Black,Female,1,2,0,0,0,2,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0
Lung_over65_Hispanic_Male,Lung,over65,Hispanic,Male,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
Lung_over65_Hispanic_Female,Lung,over65,Hispanic,Female,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
Lung_over65_Asian_Male,Lung,over65,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Asian_Female,Lung,over65,Asian,Female,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lung_over65_American_Indian_Female,Lung,over65,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_PacificIslander_Female,Lung,over65,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Multiracial_Male,Lung,over65,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Multiracial_Female,Lung,over65,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
